1.5, 3.673
1.6, 3.714
1.7, 3.752
1.8, 3.796
1.9, 3.847
2.0, 3.906
2.1, 3.969
2.2, 4.042
2.3, 4.123
2.4, 4.215
2.5, 4.32
2.6, 4.442
2.7, 4.583
2.8, 4.753
2.9, 4.961
3.0, 5.222
3.1, 5.57
3.2, 6.062
3.3, 6.709
3.4, 6.522
3.5, 5.61
3.6, 5.296
3.7, 5.156
3.8, 5.065
3.9, 5.016
4.0, 5.01
4.1, 5.02
4.2, 4.888
4.3, 4.087
4.4, 3.12
4.5, 2.452
4.6, 1.988
4.7, 1.764
4.8, 1.658
4.9, 1.597
5.0, 1.57
5.1, 1.571
5.2, 1.589
5.3, 1.579
5.4, 1.471
5.5, 1.34
5.6, 1.247
5.7, 1.186
5.8, 1.133
5.9, 1.083
6.0, 1.01
